n_samples,epsilon,run_idx,seed,pms_mse_truth,pms_runtime_s,timestamp
2100,1.0,7,4100107,0.0007872377137359495,0.24429087527096272,2026-04-30 20:36:10
2100,1.0,8,4100108,0.0007872377137359495,0.24332833290100098,2026-04-30 20:36:10
2100,1.0,9,4100109,0.0007872377137359495,0.2429942088201642,2026-04-30 20:36:10
2100,1.0,10,4100110,0.0007872377137359495,0.2430529580451548,2026-04-30 20:36:10
2100,1.0,11,4100111,0.0007872377137359495,0.24288824992254376,2026-04-30 20:36:11
2100,1.0,12,4100112,0.0007872377137359495,0.24317775014787912,2026-04-30 20:36:11
2100,1.0,13,4100113,0.0007872377137359495,0.24345979187637568,2026-04-30 20:36:11
2100,1.0,14,4100114,0.0007872377137359495,0.24370262492448092,2026-04-30 20:36:11
2100,1.0,15,4100115,0.0007872377137359495,0.2465303330682218,2026-04-30 20:36:12
2100,1.0,16,4100116,0.0007872377137359495,0.24304520897567272,2026-04-30 20:36:12
2100,1.0,17,4100117,0.0007872377137359495,0.24290124978870153,2026-04-30 20:36:12
2100,1.0,18,4100118,0.0007872377137359495,0.242573875002563,2026-04-30 20:36:12
2100,1.0,19,4100119,0.0007872377137359495,0.2421794580295682,2026-04-30 20:36:13
