n_samples,epsilon,run_idx,data_seed,dp_seed,pms_mse,pms_runtime_s,dp_mse,dp_runtime_s,timestamp
1000,0.2,17,150002017,170002017,0.016796644460257967,0.10761991702020168,0.0396117704100796,0.02686629118397832,2026-04-30 20:33:44
1000,0.2,18,150002018,170002018,0.0186757134425815,0.11802333313971758,0.035306471015224064,0.027173416689038277,2026-04-30 20:33:44
1000,0.2,19,150002019,170002019,0.0193372598208529,0.09655287489295006,0.03435839947718281,0.026501374784857035,2026-04-30 20:33:44
1000,0.5,0,150005000,170005000,0.016663655400912313,0.11432437505573034,0.02288252661688352,0.044657583348453045,2026-04-30 20:33:47
1000,0.5,1,150005001,170005001,0.019854131315693593,0.10986329196020961,0.028108206171315327,0.04997270833700895,2026-04-30 20:33:47
1000,0.5,2,150005002,170005002,0.018623715736125476,0.10612337524071336,0.03371295141569381,0.04838312463834882,2026-04-30 20:33:47
1000,0.5,3,150005003,170005003,0.01912392756870508,0.11333991726860404,0.039399467243219674,0.04596274998039007,2026-04-30 20:33:47
1000,0.5,4,150005004,170005004,0.018616774210465706,0.11739675002172589,0.02454848094900784,0.05049870768561959,2026-04-30 20:33:47
1000,0.5,5,150005005,170005005,0.018131960430104867,0.12454808410257101,0.024968798294288497,0.05459179123863578,2026-04-30 20:33:47
1000,0.5,7,150005007,170005007,0.018281565800633767,0.11563604231923819,0.027714145746636297,0.03961291629821062,2026-04-30 20:33:47
1000,0.5,6,150005006,170005006,0.018106894877683757,0.12152233300730586,0.0261774909168742,0.04248449997976422,2026-04-30 20:33:47
1000,0.5,8,150005008,170005008,0.018066239011165768,0.11631583282724023,0.026900907349710783,0.02610500017181039,2026-04-30 20:33:47
1000,0.5,9,150005009,170005009,0.017333971135882236,0.13921258272603154,0.02194046844131789,0.03453041613101959,2026-04-30 20:33:47
1000,0.5,11,150005011,170005011,0.01827949451388207,0.12827975023537874,0.026352937154266176,0.03044750029221177,2026-04-30 20:33:47
1000,0.5,10,150005010,170005010,0.016958407694728856,0.11443770816549659,0.017112741848197475,0.0651580411940813,2026-04-30 20:33:47
1000,0.5,12,150005012,170005012,0.01951269006943158,0.12448441702872515,0.02392915412014814,0.03923674998804927,2026-04-30 20:33:47
1000,0.5,13,150005013,170005013,0.018167887870401658,0.14761491725221276,0.025051198805869507,0.036839500069618225,2026-04-30 20:33:47
1000,0.5,14,150005014,170005014,0.01862390923676229,0.12021595798432827,0.020511932271913745,0.0481535829603672,2026-04-30 20:33:47
1000,0.5,15,150005015,170005015,0.018412118840848465,0.1325926249846816,0.030858056859870538,0.039579750038683414,2026-04-30 20:33:47
1000,0.5,16,150005016,170005016,0.017533334772483842,0.11994658317416906,0.025112130872776084,0.02744937501847744,2026-04-30 20:33:47
