n_samples,epsilon,run_idx,data_seed,pms_mse,pms_runtime_s,timestamp
1000,0.2,6,150002006,0.016795172639180223,0.11932579195126891,2026-04-30 20:33:44
1000,0.2,7,150002007,0.0178614370977548,0.11362137505784631,2026-04-30 20:33:44
1000,0.2,8,150002008,0.019062190879064782,0.1250585000962019,2026-04-30 20:33:44
1000,0.2,10,150002010,0.017168670236546682,0.11886841710656881,2026-04-30 20:33:44
1000,0.2,9,150002009,0.019602588207315093,0.11665891669690609,2026-04-30 20:33:44
1000,0.2,11,150002011,0.016983089981279866,0.12034625001251698,2026-04-30 20:33:44
1000,0.2,12,150002012,0.017833997888841786,0.1268301671370864,2026-04-30 20:33:44
1000,0.2,13,150002013,0.020372849149577484,0.1168199167586863,2026-04-30 20:33:44
1000,0.2,15,150002015,0.017376035448857324,0.1085129170678556,2026-04-30 20:33:44
1000,0.2,14,150002014,0.017585013157894968,0.12448100000619888,2026-04-30 20:33:44
1000,0.2,16,150002016,0.018758790561168845,0.10382737498730421,2026-04-30 20:33:44
1000,0.2,17,150002017,0.016796644460257967,0.10761991702020168,2026-04-30 20:33:44
1000,0.2,18,150002018,0.0186757134425815,0.11802333313971758,2026-04-30 20:33:44
1000,0.2,19,150002019,0.0193372598208529,0.09655287489295006,2026-04-30 20:33:44
1000,0.5,0,150005000,0.016663655400912313,0.11432437505573034,2026-04-30 20:33:47
1000,0.5,1,150005001,0.019854131315693593,0.10986329196020961,2026-04-30 20:33:47
1000,0.5,2,150005002,0.018623715736125476,0.10612337524071336,2026-04-30 20:33:47
1000,0.5,3,150005003,0.01912392756870508,0.11333991726860404,2026-04-30 20:33:47
1000,0.5,4,150005004,0.018616774210465706,0.11739675002172589,2026-04-30 20:33:47
1000,0.5,5,150005005,0.018131960430104867,0.12454808410257101,2026-04-30 20:33:47
1000,0.5,7,150005007,0.018281565800633767,0.11563604231923819,2026-04-30 20:33:47
1000,0.5,6,150005006,0.018106894877683757,0.12152233300730586,2026-04-30 20:33:47
1000,0.5,8,150005008,0.018066239011165768,0.11631583282724023,2026-04-30 20:33:47
1000,0.5,9,150005009,0.017333971135882236,0.13921258272603154,2026-04-30 20:33:47
1000,0.5,11,150005011,0.01827949451388207,0.12827975023537874,2026-04-30 20:33:47
1000,0.5,10,150005010,0.016958407694728856,0.11443770816549659,2026-04-30 20:33:47
1000,0.5,12,150005012,0.01951269006943158,0.12448441702872515,2026-04-30 20:33:47
1000,0.5,13,150005013,0.018167887870401658,0.14761491725221276,2026-04-30 20:33:47
1000,0.5,14,150005014,0.01862390923676229,0.12021595798432827,2026-04-30 20:33:47
1000,0.5,15,150005015,0.018412118840848465,0.1325926249846816,2026-04-30 20:33:47
1000,0.5,16,150005016,0.017533334772483842,0.11994658317416906,2026-04-30 20:33:47
1000,0.5,19,150005019,0.018734498082657338,0.10155470902100205,2026-04-30 20:33:47
1000,0.5,17,150005017,0.01811217274353004,0.1181115829385817,2026-04-30 20:33:47
1000,0.5,18,150005018,0.019086789511843356,0.12067770818248391,2026-04-30 20:33:47
1000,1.0,0,150010000,0.017086157993041477,0.11828208295628428,2026-04-30 20:33:50
1000,1.0,1,150010001,0.019849164241434947,0.11450945911929011,2026-04-30 20:33:50
1000,1.0,3,150010003,0.018606854971567787,0.0994959999807179,2026-04-30 20:33:50
1000,1.0,2,150010002,0.019549945161680456,0.11903987498953938,2026-04-30 20:33:50
1000,1.0,5,150010005,0.017691992672003373,0.1028785421513021,2026-04-30 20:33:50
1000,1.0,4,150010004,0.017556381956611276,0.12197820795699954,2026-04-30 20:33:50
1000,1.0,6,150010006,0.017258020138885086,0.11645487509667873,2026-04-30 20:33:50
1000,1.0,7,150010007,0.01958818632019726,0.12559308391064405,2026-04-30 20:33:50
1000,1.0,8,150010008,0.018760107233104246,0.12259887484833598,2026-04-30 20:33:50
1000,1.0,12,150010012,0.01834431961023714,0.10671941703185439,2026-04-30 20:33:50
1000,1.0,10,150010010,0.018050302475394384,0.1265272917225957,2026-04-30 20:33:50
1000,1.0,11,150010011,0.017352898101539425,0.12523624999448657,2026-04-30 20:33:50
1000,1.0,14,150010014,0.016238536939887242,0.11438683280721307,2026-04-30 20:33:50
1000,1.0,9,150010009,0.018072142419136114,0.14163729175925255,2026-04-30 20:33:50
1000,1.0,13,150010013,0.018255122313049526,0.12864062516018748,2026-04-30 20:33:50
1000,1.0,15,150010015,0.0173876827124016,0.11466399999335408,2026-04-30 20:33:50
1000,1.0,16,150010016,0.017263764348907536,0.12439762521535158,2026-04-30 20:33:50
1000,1.0,19,150010019,0.0173837810860478,0.09006212512031198,2026-04-30 20:33:50
1000,1.0,17,150010017,0.016502430878468862,0.1125011658295989,2026-04-30 20:33:50
1000,1.0,18,150010018,0.018285066448025872,0.1139859170652926,2026-04-30 20:33:50
2000,0.1,0,250001000,0.017140174984754265,0.418010416906327,2026-04-30 20:33:53
2000,0.1,1,250001001,0.018562015087204762,0.41953720804303885,2026-04-30 20:33:53
2000,0.1,2,250001002,0.016679752052457034,0.3860051669180393,2026-04-30 20:33:53
2000,0.1,3,250001003,0.016417086729552322,0.4131695837713778,2026-04-30 20:33:53
2000,0.1,4,250001004,0.017189908015393576,0.389640583191067,2026-04-30 20:33:53
2000,0.1,5,250001005,0.017443341745075034,0.38820545794442296,2026-04-30 20:33:53
2000,0.1,7,250001007,0.017962819824544406,0.3638665829785168,2026-04-30 20:33:53
2000,0.1,6,250001006,0.017559775725248614,0.3689565830864012,2026-04-30 20:33:53
2000,0.1,8,250001008,0.01584564354290252,0.3751617497764528,2026-04-30 20:33:53
2000,0.1,9,250001009,0.016159347585086827,0.3826730842702091,2026-04-30 20:33:53
2000,0.1,10,250001010,0.018132598048980462,0.3892366671934724,2026-04-30 20:33:54
2000,0.1,13,250001013,0.01635337145640815,0.35592570807784796,2026-04-30 20:33:54
2000,0.1,12,250001012,0.017716749764458636,0.3761118343099952,2026-04-30 20:33:54
2000,0.1,11,250001011,0.016532622985108388,0.38908158289268613,2026-04-30 20:33:54
2000,0.1,15,250001015,0.017546133186399002,0.3797330423258245,2026-04-30 20:33:54
2000,0.1,14,250001014,0.01647914844475789,0.4015446249395609,2026-04-30 20:33:54
2000,0.1,16,250001016,0.016107308202625976,0.30312558310106397,2026-04-30 20:33:54
2000,0.1,17,250001017,0.018327170090131014,0.28540374990552664,2026-04-30 20:33:54
2000,0.1,18,250001018,0.017408098903542186,0.26986174983903766,2026-04-30 20:33:54
2000,0.1,19,250001019,0.016114321792819873,0.26512870797887444,2026-04-30 20:33:54
2000,0.2,0,250002000,0.016461701421905138,0.3811428751796484,2026-04-30 20:33:56
2000,0.2,2,250002002,0.01563256729847599,0.37908412516117096,2026-04-30 20:33:56
2000,0.2,1,250002001,0.017868995448889036,0.3891995409503579,2026-04-30 20:33:56
2000,0.2,4,250002004,0.016320934826842732,0.37508891709148884,2026-04-30 20:33:56
2000,0.2,3,250002003,0.01643814602668483,0.393369291909039,2026-04-30 20:33:56
2000,0.2,6,250002006,0.016750505133392633,0.3418937502428889,2026-04-30 20:33:56
2000,0.2,5,250002005,0.017465000021319444,0.39406508300453424,2026-04-30 20:33:56
2000,0.2,7,250002007,0.017676811487424345,0.36514812521636486,2026-04-30 20:33:57
2000,0.2,8,250002008,0.017502032118789604,0.3883563750423491,2026-04-30 20:33:57
2000,0.2,10,250002010,0.016096756803713884,0.37358579179272056,2026-04-30 20:33:57
2000,0.2,9,250002009,0.015598748847594216,0.38499312521889806,2026-04-30 20:33:57
2000,0.2,13,250002013,0.01648729054704882,0.37536258390173316,2026-04-30 20:33:57
2000,0.2,11,250002011,0.015978991558618594,0.3786848341114819,2026-04-30 20:33:57
2000,0.2,12,250002012,0.015987020587034516,0.43096908275038004,2026-04-30 20:33:57
2000,0.2,15,250002015,0.017543330144739293,0.37483449978753924,2026-04-30 20:33:57
2000,0.2,14,250002014,0.016182625528827755,0.4307647501118481,2026-04-30 20:33:57
2000,0.2,16,250002016,0.01640180334681956,0.337311209179461,2026-04-30 20:33:57
2000,0.2,17,250002017,0.01720175976289052,0.2788613331504166,2026-04-30 20:33:57
2000,0.2,18,250002018,0.016024449563772847,0.276975667104125,2026-04-30 20:33:57
2000,0.2,19,250002019,0.016070988038633067,0.26737350039184093,2026-04-30 20:33:57
2000,0.5,0,250005000,0.017004398027511754,0.4202150837518275,2026-04-30 20:34:00
2000,0.5,1,250005001,0.016957925376014014,0.3907158328220248,2026-04-30 20:34:00
2000,0.5,2,250005002,0.015927383037849952,0.39895820897072554,2026-04-30 20:34:00
2000,0.5,3,250005003,0.016638921524434025,0.4179601250216365,2026-04-30 20:34:00
2000,0.5,4,250005004,0.01535885510526588,0.40907041635364294,2026-04-30 20:34:00
2000,0.5,7,250005007,0.017918333937077133,0.38825016701593995,2026-04-30 20:34:00
2000,0.5,5,250005005,0.01657682896505298,0.4281625421717763,2026-04-30 20:34:00
2000,0.5,6,250005006,0.016038829551093706,0.43486466677859426,2026-04-30 20:34:00
2000,0.5,9,250005009,0.01667193293165898,0.3261981247924268,2026-04-30 20:34:00
2000,0.5,8,250005008,0.016728593090401943,0.3989231246523559,2026-04-30 20:34:00
2000,0.5,11,250005011,0.01741348504786408,0.38607925036922097,2026-04-30 20:34:00
2000,0.5,10,250005010,0.017395575837819637,0.38573295902460814,2026-04-30 20:34:00
2000,0.5,12,250005012,0.017420335809816053,0.3881775001063943,2026-04-30 20:34:00
2000,0.5,13,250005013,0.01794854865544953,0.38348620804026723,2026-04-30 20:34:00
2000,0.5,14,250005014,0.015867196720290137,0.3694241251796484,2026-04-30 20:34:00
2000,0.5,15,250005015,0.01670297377501776,0.39310620818287134,2026-04-30 20:34:00
2000,0.5,16,250005016,0.015332644780558855,0.3094529998488724,2026-04-30 20:34:01
2000,0.5,17,250005017,0.015592746218571431,0.2843664577230811,2026-04-30 20:34:01
2000,0.5,18,250005018,0.016105676854488507,0.26924320915713906,2026-04-30 20:34:01
2000,0.5,19,250005019,0.0172219367830096,0.26928050024434924,2026-04-30 20:34:01
2000,1.0,0,250010000,0.016864736995315405,0.4009096249938011,2026-04-30 20:34:03
2000,1.0,2,250010002,0.016088486159986235,0.3656107080169022,2026-04-30 20:34:03
2000,1.0,1,250010001,0.015094676297427823,0.3840815001167357,2026-04-30 20:34:03
2000,1.0,3,250010003,0.016625190393556914,0.36031545884907246,2026-04-30 20:34:03
2000,1.0,4,250010004,0.016046736819379695,0.367423458956182,2026-04-30 20:34:03
2000,1.0,5,250010005,0.017533917608265764,0.36145708383992314,2026-04-30 20:34:03
2000,1.0,6,250010006,0.01652444145279237,0.3668598746880889,2026-04-30 20:34:03
2000,1.0,7,250010007,0.016904714972762046,0.38542116712778807,2026-04-30 20:34:03
2000,1.0,9,250010009,0.016756902650248116,0.3670666660182178,2026-04-30 20:34:04
2000,1.0,8,250010008,0.016540366668676355,0.4062310843728483,2026-04-30 20:34:04
2000,1.0,11,250010011,0.016391357277576308,0.37281916569918394,2026-04-30 20:34:04
2000,1.0,10,250010010,0.01670697814284929,0.3810602920129895,2026-04-30 20:34:04
2000,1.0,12,250010012,0.016560216914350816,0.3826623340137303,2026-04-30 20:34:04
2000,1.0,13,250010013,0.018290185335041724,0.3913593334145844,2026-04-30 20:34:04
2000,1.0,14,250010014,0.01844262671193022,0.40206824988126755,2026-04-30 20:34:04
2000,1.0,15,250010015,0.01661864104259471,0.4138093339279294,2026-04-30 20:34:04
2000,1.0,17,250010017,0.016690415809087356,0.2881648330949247,2026-04-30 20:34:04
